segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
16,High rise rental,2,P_Y12e_75_84,PERSONS_Year_12_or_equivalent_Age_75_84_years,P_Y12e_75_84|P_Tot_75_84_yrs,G16,Highest Year of School Completed by Age by Sex
16,High rise rental,2,P_Y12e_Tot,PERSONS_Year_12_or_equivalent_Total,P_Y12e_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
16,High rise rental,2,Age_35_44_yr_P,Age_groups_35_44_years_Persons,Age_35_44_yr_P|Tot_P_P,G01,Selected Person Characteristics by Sex
16,High rise rental,2,P_None_Tot,PERSONS_No_long_term_health_conditions_Age_Total_responses,P_None_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
16,High rise rental,2,P_0_cond_Tot,PERSONS_Count_of_selected_long_term_health_conditions_None_of_the_selected_conditions_Age_Total,P_0_cond_Tot|P_Tot_Tot,G20,Count of Selected Long-Term Health Conditions by Age by Sex
16,High rise rental,2,M_20_24y_DUDW_15_29_h,MALES_20_24_years_Did_unpaid_domestic_work_15_29_hours,M_20_24y_DUDW_15_29_h|M_20_24y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
16,High rise rental,2,M_20_24y_DUDW_30_h_mo,MALES_20_24_years_Did_unpaid_domestic_work_30_hours_or_more,M_20_24y_DUDW_30_h_mo|M_20_24y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
16,High rise rental,2,Age_psns_att_edu_inst_20_24_P,Age_of_Persons_attending_an_education_institution_20_24_years_Persons,Age_psns_att_edu_inst_20_24_P|Tot_P_P,G01,Selected Person Characteristics by Sex
16,High rise rental,2,P_45_54_yr_Divorced,PERSONS_45_54_years_Divorced,P_45_54_yr_Divorced|P_45_54_yr_Tot,G05,Registered Marital Status by Age by Sex
16,High rise rental,3,Total_NofB_0_i_b,Total_Number_of_bedrooms_None_includes_studio_apartments_or_bedsitters,Total_NofB_0_i_b|Total_Total,G41,Dwelling Structure by Number of Bedrooms
16,High rise rental,3,P_InfoMedTelecom_ToT,PERSONS_Information_Media_and_Telecommunications_Total,P_InfoMedTelecom_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
16,High rise rental,3,M_2400_2999_Tot,2400_2999_Total,M_2400_2999_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
16,High rise rental,3,P_InfoTech_Tot,PERSONS_Information_Technology_Total,P_InfoTech_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
16,High rise rental,3,Mign_Lvd_Diff_add_5_yrs_ago_P,Migration_Lived_at_different_address_5_years_ago_Persons,Mign_Lvd_Diff_add_5_yrs_ago_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
16,High rise rental,3,Tot_Group_H,Total_Group_households,Tot_Group_H|Tot_Tot,G42,Dwelling Structure by Household Composition and Family Composition
16,High rise rental,3,M_4000_4999_CFNC,4000_4999_Couple_family_with_No_children,M_4000_4999_CFNC|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
16,High rise rental,3,One_method_Bus_P,One_method_Bus_Persons,One_method_Bus_P|Tot_P,G62,Method of Travel to Work by Sex
16,High rise rental,3,P_BachDeg_Total,PERSONS_Bachelor_Degree_Level_Total,P_BachDeg_Total|P_Tot_Total,G49,Highest Non-School Qualification:  Level of Education by Age by Sex
16,High rise rental,3,P_GrpH_Mem_35_44,PERSONS_Group_household_member_Age_35_44_years,P_GrpH_Mem_35_44|P_Tot_35_44,G27,Relationship in Household by Age by Sex
16,High rise rental,3,CF_C_BPBO_Tot,Couple_family_with_children_Both_parents_born_overseas_Total,CF_C_BPBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
16,High rise rental,3,T_SEO_16,TOTAL_Speaks_English_only_Year_of_arrival_2016,T_SEO_16|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,P_Taiwan_Tot,PERSONS_Taiwan_Total,P_Taiwan_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,P_Singapore_Tot,PERSONS_Singapore_Total,P_Singapore_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,P_Iran_Tot,PERSONS_Iran_Total,P_Iran_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,P_Hong_Kong_SAR_Ch_Tot,PERSONS_Hong_Kong_SAR_of_China_Total,P_Hong_Kong_SAR_Ch_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,P_France_Tot,PERSONS_France_Total,P_France_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,T_SEO_17,TOTAL_Speaks_English_only_Year_of_arrival_2017,T_SEO_17|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,P_China_Tot,PERSONS_China_excludes_SARs_and_Taiwan_Total,P_China_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
16,High rise rental,3,Indian_BP_B_OS,Indian_Both_parents_born_overseas,Indian_BP_B_OS|Indian_Tot_resp,G08,Ancestry by Country of Birth of Parents
16,High rise rental,3,English_BP_B_OS,English_Both_parents_born_overseas,English_BP_B_OS|English_Tot_resp,G08,Ancestry by Country of Birth of Parents
16,High rise rental,3,Chinese_Tot_resp,Chinese_Total_responses,Chinese_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
16,High rise rental,3,P_45_54_yr_Not_married,PERSONS_45_54_years_Not_married,P_45_54_yr_Not_married|P_45_54_yr_Total,G06,Social Marital Status by Age by Sex
16,High rise rental,3,P_55_64_yr_Divorced,PERSONS_55_64_years_Divorced,P_55_64_yr_Divorced|P_55_64_yr_Tot,G05,Registered Marital Status by Age by Sex
16,High rise rental,3,P_15_19_yr_Married,PERSONS_15_19_years_Married,P_15_19_yr_Married|P_15_19_yr_Tot,G05,Registered Marital Status by Age by Sex
16,High rise rental,3,Sth_African_BP_B_OS,South_African_Both_parents_born_overseas,Sth_African_BP_B_OS|Sth_African_Tot_resp,G08,Ancestry by Country of Birth of Parents
16,High rise rental,3,OPDs_F_ap_I_4to8_sty_blk_Ds,Occupied_private_dwellings_Flat_or_apartment_In_a_four_to_eight_storey_block_Dwellings,OPDs_F_ap_I_4to8_sty_blk_Ds|Total_PDs_Dwellings,G36,Dwelling Structure
16,High rise rental,3,T_SEO_18,TOTAL_Speaks_English_only_Year_of_arrival_2018,T_SEO_18|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,T_SEO_20,TOTAL_Speaks_English_only_Year_of_arrival_2020,T_SEO_20|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,CF_ChU15_a_Total_F,Couple_family_with_children_under_15_and_Total_Families,CF_ChU15_a_Total_F|CF_Total_F,G29,Family Composition
16,High rise rental,3,P_85_ov_Num_chld_evr_brn_Nne,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_No_children,P_85_ov_Num_chld_evr_brn_Nne|P_85ov_Total,G28,Number of Children Ever Born 
16,High rise rental,3,P_70_74_Num_chld_evr_brn_Nne,Age_group_of_parent_70_74_years_Number_of_children_ever_born_No_children,P_70_74_Num_chld_evr_brn_Nne|P_70_74_yrs_Total,G28,Number of Children Ever Born 
16,High rise rental,3,P_65_69_Num_chld_evr_brn_1,Age_group_of_parent_65_69_years_Number_of_children_ever_born_One_child,P_65_69_Num_chld_evr_brn_1|P_65_69_yrs_Total,G28,Number of Children Ever Born 
16,High rise rental,3,P_60_64_Num_chld_evr_brn_1,Age_group_of_parent_60_64_years_Number_of_children_ever_born_One_child,P_60_64_Num_chld_evr_brn_1|P_60_64_yrs_Total,G28,Number of Children Ever Born 
16,High rise rental,3,P_LonePsn_55_64,PERSONS_Lone_person_Age_55_64_years,P_LonePsn_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
16,High rise rental,3,T_SEO_19,TOTAL_Speaks_English_only_Year_of_arrival_2019,T_SEO_19|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,P_GrpH_Mem_Tot,PERSONS_Group_household_member_Total,P_GrpH_Mem_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
16,High rise rental,3,Two_methods_Tot_two_methods_P,Two_methods_Total_two_methods_Persons,Two_methods_Tot_two_methods_P|Tot_P,G62,Method of Travel to Work by Sex
16,High rise rental,3,P_GrpH_Mem_15_24,PERSONS_Group_household_member_Age_15_24_years,P_GrpH_Mem_15_24|P_Tot_15_24,G27,Relationship in Household by Age by Sex
16,High rise rental,3,M_20_24y_DUDW_5_14_h,MALES_20_24_years_Did_unpaid_domestic_work_5_14_hours,M_20_24y_DUDW_5_14_h|M_20_24y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
16,High rise rental,3,P_2000_2999_Tot,PERSONS_2000_2999_more_Total,P_2000_2999_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
16,High rise rental,3,P_Y12e_65_74,PERSONS_Year_12_or_equivalent_Age_65_74_years,P_Y12e_65_74|P_Tot_65_74_yrs,G16,Highest Year of School Completed by Age by Sex
16,High rise rental,3,T_UOLSE_NWNAA_19,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2019,T_UOLSE_NWNAA_19|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
16,High rise rental,3,P_GrpH_Mem_45_54,PERSONS_Group_household_member_Age_45_54_years,P_GrpH_Mem_45_54|P_Tot_45_54,G27,Relationship in Household by Age by Sex
16,High rise rental,3,Worked_home_P,Worked_at_home_Persons,Worked_home_P|Tot_P,G62,Method of Travel to Work by Sex
17,South East Asia in traditional working class areas,1,Filipino_Tot_resp,Filipino_Total_responses,Filipino_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
17,South East Asia in traditional working class areas,1,P_Malaysia_Tot,PERSONS_Malaysia_Total,P_Malaysia_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,1,P_Philippines_Tot,PERSONS_Philippines_Total,P_Philippines_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,1,P_Singapore_Tot,PERSONS_Singapore_Total,P_Singapore_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,2,P_Bangladesh_Tot,PERSONS_Bangladesh_Total,P_Bangladesh_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,2,P_Fiji_Tot,PERSONS_Fiji_Total,P_Fiji_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,2,P_Indonesia_Tot,PERSONS_Indonesia_Total,P_Indonesia_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,2,P_Myanmar_Tot,PERSONS_Myanmar_Total,P_Myanmar_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
17,South East Asia in traditional working class areas,2,Christianity_Church_Christ_P,Christianity_Churches_of_Christ_Persons,Christianity_Church_Christ_P|Tot_P,G14,Religious Affiliation by Sex
17,South East Asia in traditional working class areas,2,Christianity_Othr_Protestnt_P,Christianity_Other_Protestant_Persons,Christianity_Othr_Protestnt_P|Tot_P,G14,Religious Affiliation by Sex
17,South East Asia in traditional working class areas,2,Christianity_Christian_nfd_P,Christianity_Christianity_nfd_Persons,Christianity_Christian_nfd_P|Tot_P,G14,Religious Affiliation by Sex
17,South East Asia in traditional working class areas,2,Flt_apart_Tot_NofB_2,Flat_or_apartment_Total_Number_of_bedrooms_Two_bedrooms,Flt_apart_Tot_NofB_2|Flt_apart_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
17,South East Asia in traditional working class areas,2,Two_methods_Tot_two_methods_P,Two_methods_Total_two_methods_Persons,Two_methods_Tot_two_methods_P|Tot_P,G62,Method of Travel to Work by Sex
18,Uni and TAFE students,1,Age_20_24_yr_P,Age_groups_20_24_years_Persons,Age_20_24_yr_P|Tot_P_P,G01,Selected Person Characteristics by Sex
18,Uni and TAFE students,1,SB_OSB_NRA_SB_P,Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Secular_Beliefs_Persons,SB_OSB_NRA_SB_P|Tot_P,G14,Religious Affiliation by Sex
18,Uni and TAFE students,1,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tertiary_University_or_other_higher_education_Full_time_student_Aged_25_years_and_over_Persons,Tert_Uni_oth_h_edu_Ft_25_ov_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
18,Uni and TAFE students,1,Tert_Uni_other_high_edu_Tot_P,Tertiary_University_or_other_higher_education_Total_Persons,Tert_Uni_other_high_edu_Tot_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
18,Uni and TAFE students,1,Tert_Tot_Tert_P,Tertiary_Total_Tertiary_Persons,Tert_Tot_Tert_P|Tot_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
18,Uni and TAFE students,1,P_Y12e_25_34,PERSONS_Year_12_or_equivalent_Age_25_34_years,P_Y12e_25_34|P_Tot_25_34_yrs,G16,Highest Year of School Completed by Age by Sex
18,Uni and TAFE students,1,P_Y12e_Tot,PERSONS_Year_12_or_equivalent_Total,P_Y12e_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
18,Uni and TAFE students,1,M_20_24y_DUDW_5_14_h,MALES_20_24_years_Did_unpaid_domestic_work_5_14_hours,M_20_24y_DUDW_5_14_h|M_20_24y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
18,Uni and TAFE students,1,P_GrpH_Mem_15_24,PERSONS_Group_household_member_Age_15_24_years,P_GrpH_Mem_15_24|P_Tot_15_24,G27,Relationship in Household by Age by Sex
18,Uni and TAFE students,1,P_GrpH_Mem_Tot,PERSONS_Group_household_member_Total,P_GrpH_Mem_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
18,Uni and TAFE students,1,P_25_29_Num_chld_evr_brn_Nne,Age_group_of_parent_25_29_years_Number_of_children_ever_born_No_children,P_25_29_Num_chld_evr_brn_Nne|P_25_29_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,1,P_35_39_Num_chld_evr_brn_Nne,Age_group_of_parent_35_39_years_Number_of_children_ever_born_No_children,P_35_39_Num_chld_evr_brn_Nne|P_35_39_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,1,Other_family_F,Other_family_Families,Other_family_F|Total_F,G29,Family Composition
18,Uni and TAFE students,1,Other_family_P,Other_family_Persons,Other_family_P|Total_P,G29,Family Composition
18,Uni and TAFE students,1,Se_d_r_or_t_h_t_Tot_NofB_6_m,Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Number_of_bedrooms_Six_bedrooms_or_more,Se_d_r_or_t_h_t_Tot_NofB_6_m|Se_d_r_or_t_h_t_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
18,Uni and TAFE students,1,Tot_Group_H,Total_Group_households,Tot_Group_H|Tot_Tot,G42,Dwelling Structure by Household Composition and Family Composition
18,Uni and TAFE students,1,P_NatPhyl_Scn_Tot,PERSONS_Natural_and_Physical_Sciences_Total,P_NatPhyl_Scn_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
18,Uni and TAFE students,1,P_Society_Cult_Tot,PERSONS_Society_and_Culture_Total,P_Society_Cult_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
18,Uni and TAFE students,1,T_UOLSE_T_20,TOTAL_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2020,T_UOLSE_T_20|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
18,Uni and TAFE students,1,T_UOLSE_VWW_20,TOTAL_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2020,T_UOLSE_VWW_20|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
18,Uni and TAFE students,1,One_method_Bicycle_P,One_method_Bicycle_Persons,One_method_Bicycle_P|Tot_P,G62,Method of Travel to Work by Sex
18,Uni and TAFE students,1,Age_yr_20_24_P,Age_years_20_24_years_Persons,Age_yr_20_24_P|Tot_P,G04,Age by Sex
18,Uni and TAFE students,1,Age_psns_att_edu_inst_20_24_P,Age_of_Persons_attending_an_education_institution_20_24_years_Persons,Age_psns_att_edu_inst_20_24_P|Tot_P_P,G01,Selected Person Characteristics by Sex
18,Uni and TAFE students,1,English_MO_B_OS,English_Mother_only_born_overseas,English_MO_B_OS|English_Tot_resp,G08,Ancestry by Country of Birth of Parents
18,Uni and TAFE students,1,High_yr_schl_comp_Yr_12_eq_P,Highest_year_of_school_completed_Year_12_or_equivalent_Persons,High_yr_schl_comp_Yr_12_eq_P|Tot_P_P,G01,Selected Person Characteristics by Sex
18,Uni and TAFE students,2,P_80_84_Num_chld_evr_brn_Nne,Age_group_of_parent_80_84_years_Number_of_children_ever_born_No_children,P_80_84_Num_chld_evr_brn_Nne|P_80_84_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,2,One_method_Bus_P,One_method_Bus_Persons,One_method_Bus_P|Tot_P,G62,Method of Travel to Work by Sex
18,Uni and TAFE students,2,Migtn_Lvd_Diff_add_1_yr_ago_P,Migration_Lived_at_different_address_1_year_ago_Persons,Migtn_Lvd_Diff_add_1_yr_ago_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
18,Uni and TAFE students,2,P_30_34_Num_chld_evr_brn_Nne,Age_group_of_parent_30_34_years_Number_of_children_ever_born_No_children,P_30_34_Num_chld_evr_brn_Nne|P_30_34_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,2,Age_psns_att_edu_inst_25_ov_P,Age_of_Persons_attending_an_education_institution_25_years_and_over_Persons,Age_psns_att_edu_inst_25_ov_P|Tot_P_P,G01,Selected Person Characteristics by Sex
18,Uni and TAFE students,2,P_40_44_Num_chld_evr_brn_Nne,Age_group_of_parent_40_44_years_Number_of_children_ever_born_No_children,P_40_44_Num_chld_evr_brn_Nne|P_40_44_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,2,P_45_49_Num_chld_evr_brn_Nne,Age_group_of_parent_45_49_years_Number_of_children_ever_born_No_children,P_45_49_Num_chld_evr_brn_Nne|P_45_49_yrs_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,2,M_2600_2999_CFNC,2600_2999_Couple_family_with_No_children,M_2600_2999_CFNC|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
18,Uni and TAFE students,2,T_UOLSE_VWW_19,TOTAL_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2019,T_UOLSE_VWW_19|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
18,Uni and TAFE students,2,Tot_Nmbr_child_ever_born_None,Total_Number_of_children_ever_born_No_children,Tot_Nmbr_child_ever_born_None|Total_Total,G28,Number of Children Ever Born 
18,Uni and TAFE students,2,R_Tot_DS_Flat_apart,Rented_Total_Dwelling_structure_Flat_or_apartment,R_Tot_DS_Flat_apart|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
18,Uni and TAFE students,2,Age_yr_25_29_P,Age_years_25_29_years_Persons,Age_yr_25_29_P|Tot_P,G04,Age by Sex
18,Uni and TAFE students,2,Num_MVs_per_dweling_1_MVs,Number_of_motor_vehicles_per_dwelling_One_motor_vehicle_Dwellings,Num_MVs_per_dweling_1_MVs|Total_dwelings,G34,Number of Motor Vehicles by Dwellings
18,Uni and TAFE students,2,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,Occupied_private_dwellings_Semi_detached_row_or_terrace_house_townhouse_etc_with_Two_or_more_storeys_Dwellings,OPDs_SD_r_t_h_th_2_m_sty_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
18,Uni and TAFE students,2,P_LonePsn_35_44,PERSONS_Lone_person_Age_35_44_years,P_LonePsn_35_44|P_Tot_35_44,G27,Relationship in Household by Age by Sex
18,Uni and TAFE students,2,OPDs_F_ap_I_3_sty_blk_Dwgs,Occupied_private_dwellings_Flat_or_apartment_In_a_three_storey_block_Dwellings,OPDs_F_ap_I_3_sty_blk_Dwgs|Total_PDs_Dwellings,G36,Dwelling Structure
18,Uni and TAFE students,2,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Different_usual_address_1_year_ago_Different_SA2_in_Total_Persons,Dif_Us_ad_1_ago_Dif_SA2_Tot_P|Tot_P,G44,Place of Usual Residence 1 Year Ago by Sex
18,Uni and TAFE students,2,OPDs_F_ap_I_4to8_sty_blk_Ds,Occupied_private_dwellings_Flat_or_apartment_In_a_four_to_eight_storey_block_Dwellings,OPDs_F_ap_I_4to8_sty_blk_Ds|Total_PDs_Dwellings,G36,Dwelling Structure
18,Uni and TAFE students,2,SB_OSB_NRA_Tot_P,Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,SB_OSB_NRA_Tot_P|Tot_P,G14,Religious Affiliation by Sex
18,Uni and TAFE students,2,P_Tot_Occ_Pro,PERSONS_Total_Occupation_Professionals,P_Tot_Occ_Pro|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
18,Uni and TAFE students,2,T_UOLSE_VWW_17,TOTAL_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2017,T_UOLSE_VWW_17|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
